"","x","number","activity","date_opened","rid","st","type","scope","sic","naics","violations","establishment_name"
"1117",NA,1117,1466050.015,"02/25/2020",627100,"AR","Referral","Partial",NA,332999,NA,"Fbs Group, Inc."
"1118",NA,1118,1466028.015,"02/25/2020",627100,"AR","Unprog Rel","Partial",NA,493190,NA,"Ssi Holdings"
"1119",NA,1119,1465131.015,"02/25/2020",627100,"AR","Planned","Partial",NA,238140,2,"Jason T. Perrigo"
"1120",NA,1120,1465130.015,"02/25/2020",627100,"AR","Planned","Partial",NA,238130,2,"Alberto Torres Vazquez"
"1121",NA,1121,1465126.015,"02/25/2020",627100,"AR","Planned","Partial",NA,238350,2,"Angel Isarel Avila"
"1122",NA,1122,1464992.015,"02/24/2020",627100,"AR","Complaint","Partial",NA,331210,3,"Welspun Tubular, Llc"
"1123",NA,1123,1465107.015,"02/24/2020",627100,"AR","Planned","Partial",NA,238130,1,"Lawson Contracting Group"
"1124",NA,1124,1464506.015,"02/20/2020",627100,"AR","Planned","Partial",NA,237130,NA,"U.S. Boring & Trenching, Inc."
"1125",NA,1125,1463797.015,"02/19/2020",627100,"AR","Complaint","Partial",NA,721211,NA,"U.S. Army Corps Of Engineers"
"1126",NA,1126,1461976.015,"02/19/2020",627100,"AR","Complaint","Partial",NA,321920,2,"Best Pallets, Inc."
"1127",NA,1127,1463984.015,"02/19/2020",627100,"AR","Referral","Partial",NA,321113,1,"Potlatchdeltic Corporation"
"1128",NA,1128,1463481.015,"02/18/2020",627100,"AR","Complaint","Partial",NA,445110,NA,"Kroger Limited Partnership I"
"1129",NA,1129,1462967.015,"02/13/2020",627100,"AR","Referral","Partial",NA,332710,2,"Technical Machining Services, Inc."
"1130",NA,1130,1462667.015,"02/13/2020",627100,"AR","Complaint","Partial",NA,488210,NA,"Union Pacific Railroad"
"1131",NA,1131,1462670.015,"02/12/2020",627100,"AR","Referral","Partial",NA,332322,2,"Reed'S Metals, Llc"
"1132",NA,1132,1460295.015,"01/30/2020",627100,"AR","Referral","Partial",NA,484121,NA,"J.B. Hunt Transport Services, Inc."
"1133",NA,1133,1460284.015,"01/29/2020",627100,"AR","Referral","Partial",NA,321113,3,"Anthony Timberlands, Inc."
"1134",NA,1134,1458687.015,"01/28/2020",627100,"AR","Complaint","Partial",NA,561320,NA,"Collier Investment,  L.L.C."
"1135",NA,1135,1457994.015,"01/24/2020",627100,"AR","Complaint","Partial",NA,321113,3,"Anthony Timberlands, Inc."
"1136",NA,1136,1458398.015,"01/24/2020",627100,"AR","Referral","Partial",NA,333112,1,"Bad Boy Mowers, Llc"
"1137",NA,1137,1458219.015,"01/23/2020",627100,"AR","Complaint","Partial",NA,311812,2,"Southern Bakeries, Llc"
"1138",NA,1138,1457772.015,"01/22/2020",627100,"AR","Unprog Rel","Partial",NA,493110,1,"Family Dollar Stores, Inc."
"1139",NA,1139,1457711.015,"01/22/2020",627100,"AR","Referral","Partial",NA,336510,NA,"Greenbrier Companies, Inc."
"1140",NA,1140,1456528.015,"01/17/2020",627100,"AR","Unprog Rel","Partial",NA,561422,NA,"J Kelly Referrals & Information Services, Inc."
"1141",NA,1141,1456538.015,"01/16/2020",627100,"AR","Fat/Cat","Partial",NA,237130,2,"Arkansas Electric Cooperatives, Inc."
"1142",NA,1142,1456108.015,"01/15/2020",627100,"AR","Referral","Partial",NA,484220,1,"All Right Construction, Inc."
"1143",NA,1143,1456201.015,"01/15/2020",627100,"AR","Referral","Partial",NA,332322,1,"Kawneer Company, Inc."
"1144",NA,1144,1454932.015,"01/09/2020",627100,"AR","Complaint","Partial",NA,492210,NA,"On Time Logistics, Llc"
"1145",NA,1145,1455074.015,"01/09/2020",627100,"AR","Referral","Partial",NA,333243,1,"Mcclain Forest Products, Llc"
"1146",NA,1146,1454276.015,"01/07/2020",627100,"AR","Complaint","Partial",NA,238910,NA,"J. Cumby Construction Inc"
"1147",NA,1147,1453603.015,"01/03/2020",627100,"AR","Referral","Partial",NA,311412,NA,"Tyson Poultry, Inc."
"1148",NA,1148,1453589.015,"01/02/2020",627100,"AR","Fat/Cat","Partial",NA,484230,2,"Melvin B. Graham"
"1149",NA,1149,1452300.015,"12/19/2019",627100,"AR","Referral","Partial",NA,331210,1,"Welspun Tubular, Llc"
"1150",NA,1150,1452109.015,"12/18/2019",627100,"AR","Referral","Partial",NA,321918,1,"Anthony Oak Flooring, Inc."
"1151",NA,1151,1450802.015,"12/12/2019",627100,"AR","Referral","Partial",NA,326291,1,"Firestone Building Products"
"1152",NA,1152,1450778.015,"12/11/2019",627100,"AR","Referral","Partial",NA,811310,NA,"Container Life Cycle Management Llc"
"1153",NA,1153,1449342.015,"12/04/2019",627100,"AR","Referral","Partial",NA,321113,1,"Green Bay Packaging, Inc."
"1154",NA,1154,1448571.015,"12/03/2019",627100,"AR","Referral","Partial",NA,321918,3,"Anthony Oak Flooring, Inc."
"1155",NA,1155,1447836.015,"11/27/2019",627100,"AR","Referral","Partial",NA,238160,2,"M M Roofing Llc"
"1156",NA,1156,1449200.015,"11/26/2019",627100,"AR","Referral","Partial",NA,454311,3,"Greenway Oil And Gas, Inc."
"1157",NA,1157,1447207.015,"11/25/2019",627100,"AR","Complaint","Partial",NA,332994,1,"Top Notch Accessories, Inc"
"1158",NA,1158,1446575.015,"11/20/2019",627100,"AR","Referral","Partial",NA,336211,1,"Wabash Wood Products, Inc."
"1159",NA,1159,1446985.015,"11/20/2019",627100,"AR","Referral","Partial",NA,452910,NA,"Walmart Inc."
"1160",NA,1160,1446000.015,"11/20/2019",627100,"AR","Complaint","Partial",NA,441110,1,"Whitson Morgan Motor Company Ford Dealership"
"1161",NA,1161,1444957.015,"11/15/2019",627100,"AR","Referral","Partial",NA,423930,2,"Tri-State Iron & Metal Co."
"1162",NA,1162,1445288.015,"11/14/2019",627100,"AR","Complaint","Partial",NA,321920,7,"Midwest Stave Exchange, Llc"
"1163",NA,1163,1444546.015,"11/13/2019",627100,"AR","Unprog Rel","Partial",NA,561311,NA,"Dawson Employment Service, Inc."
"1164",NA,1164,1443760.015,"11/08/2019",627100,"AR","Referral","Partial",NA,238170,2,"Candee Williams"
"1165",NA,1165,1443714.015,"11/07/2019",627100,"AR","Fat/Cat","Partial",NA,238220,3,"Diamond State Heat And Air, Llc"
"1166",NA,1166,1443207.015,"11/06/2019",627100,"AR","Complaint","Partial",NA,321212,2,"Texas Clt, Llc"
"1167",NA,1167,1443554.015,"11/05/2019",627100,"AR","Complaint","Partial",NA,332312,8,"All Steel Construction, Inc."
"1168",NA,1168,1442781.015,"11/05/2019",627100,"AR","Fat/Cat","Partial",NA,424510,NA,"Bunge North America - Huffman"
"1169",NA,1169,1443213.015,"11/05/2019",627100,"AR","Planned","Partial",NA,238160,2,"Justin Herring Roofing, Inc"
"1170",NA,1170,1443226.015,"11/04/2019",627100,"AR","Unprog Rel","Partial",NA,484210,NA,"Temporaries Plus, Inc."
"1171",NA,1171,1442504.015,"11/04/2019",627100,"AR","Referral","Partial",NA,331110,1,"Big River Steel, Llc"
"1172",NA,1172,1442487.015,"10/30/2019",627100,"AR","Complaint","Partial",NA,325611,1,"Nu-Way Products Company"
"1173",NA,1173,1441570.015,"10/30/2019",627100,"AR","Referral","Partial",NA,484210,1,"Wagner Industries Inc."
"1174",NA,1174,1441612.015,"10/29/2019",627100,"AR","Referral","Partial",NA,424420,4,"Gilster-Mary Lee Corporation"
"1175",NA,1175,1440531.015,"10/25/2019",627100,"AR","Planned","Partial",NA,238130,5,"Jorge Alberto Flores Carranza"
"1176",NA,1176,1441035.015,"10/25/2019",627100,"AR","Fat/Cat","Partial",NA,484220,NA,"L & L Construction Inc."
"1177",NA,1177,1440545.015,"10/25/2019",627100,"AR","Prog Related","Partial",NA,236115,3,"Rausch Coleman Homes"
"1178",NA,1178,1440078.015,"10/24/2019",627100,"AR","Fat/Cat","Partial",NA,484121,NA,"Shawn Owens"
"1179",NA,1179,1439622.015,"10/23/2019",627100,"AR","FollowUp","No Insp/Other",NA,423310,NA,"Hixson Lumber Sales"
"1180",NA,1180,1440300.015,"10/22/2019",627100,"AR","Complaint","Partial",NA,238220,NA,"Power Process & Industrial, Llc"
"1181",NA,1181,1438312.015,"10/18/2019",627100,"AR","FollowUp","Partial",NA,333318,NA,"Smith-Blair, Inc."
"1182",NA,1182,1438508.015,"10/17/2019",627100,"AR","Fat/Cat","Partial",NA,111998,NA,"W.A.R. Farms"
"1183",NA,1183,1437072.015,"10/10/2019",627100,"AR","FollowUp","Partial",NA,423310,1,"Chibuzo, Inc."
"1184",NA,1184,1437207.015,"10/09/2019",627100,"AR","Planned","Partial",NA,238130,1,"Cesar Hernandez"
"1185",NA,1185,1437199.015,"10/09/2019",627100,"AR","Planned","Partial",NA,311812,NA,"Ozark Empire Distributors"
"1186",NA,1186,1437189.015,"10/09/2019",627100,"AR","Referral","Partial",NA,311812,1,"Ozark Empire Distributors"
"1187",NA,1187,1436605.015,"10/09/2019",627100,"AR","Referral","Partial",NA,311212,1,"Producers Rice Mill, Inc."
"1188",NA,1188,1437097.015,"10/09/2019",627100,"AR","FollowUp","Complete",NA,325611,12,"Nu-Way Products Company"
"1189",NA,1189,1439590.015,"10/09/2019",627100,"AR","FollowUp","Partial",NA,325611,5,"Nu-Way Products Company"
"1190",NA,1190,1436590.015,"10/09/2019",627100,"AR","Planned","Partial",NA,332710,4,"Kopco, Inc"
"1191",NA,1191,1436902.015,"10/08/2019",627100,"AR","Referral","Partial",NA,237110,1,"Brothers Construction, Inc."
"1192",NA,1192,1437181.015,"10/08/2019",627100,"AR","Planned","Partial",NA,311830,1,"Tyson Mexican Original, Inc."
"1193",NA,1193,1437168.015,"10/08/2019",627100,"AR","Referral","Partial",NA,311830,NA,"Tyson Mexican Original, Inc."
"1194",NA,1194,1437095.015,"10/08/2019",627100,"AR","FollowUp","Partial",NA,493110,3,"Family Dollar Distribution Center"
"1195",NA,1195,1436857.015,"10/08/2019",627100,"AR","FollowUp","Partial",NA,332420,NA,"Hall Tank Company Llc"
"1196",NA,1196,1436709.015,"10/08/2019",627100,"AR","FollowUp","Partial",NA,323113,2,"Oxford Screen Printing, Llc"
"1197",NA,1197,1436133.015,"10/07/2019",627100,"AR","Unprog Rel","Partial",NA,238330,NA,"Quest Mark Flooring"
"1198",NA,1198,1437083.015,"10/07/2019",627100,"AR","Referral","Partial",NA,811310,1,"Greenway Equipment, Inc."
"1199",NA,1199,1437052.015,"10/07/2019",627100,"AR","Referral","Partial",NA,336370,2,"Dbg Arkansas, Llc."
"1200",NA,1200,1436278.015,"10/07/2019",627100,"AR","Planned","Partial",NA,322212,2,"Graphic Packaging Intl."
"1201",NA,1201,1435730.015,"10/04/2019",627100,"AR","Planned","Partial",NA,238160,4,"Jose Torres"
"1202",NA,1202,1435715.015,"10/04/2019",627100,"AR","Referral","Partial",NA,238160,4,"Romo'S Construction, Inc."
"1203",NA,1203,1435724.015,"10/04/2019",627100,"AR","Referral","Partial",NA,238160,3,"Juan Martinez"
"1204",NA,1204,1436163.015,"10/04/2019",627100,"AR","Complaint","Partial",NA,812331,2,"Ameripride Services, Llc"
"1205",NA,1205,1437963.015,"10/03/2019",627100,"AR","Planned","Partial",NA,331511,NA,"Southern Cast Products"
"1206",NA,1206,1435307.015,"10/03/2019",627100,"AR","Complaint","Partial",NA,541512,3,"Intralot, Inc."
"1207",NA,1207,1435507.015,"10/03/2019",627100,"AR","FollowUp","Partial",NA,321912,NA,"Tnm Lumberworks"
"1208",NA,1208,1435037.015,"10/02/2019",627100,"AR","Referral","Partial",NA,336212,1,"Great Dane Trailers"
"1209",NA,1209,1435031.015,"10/02/2019",627100,"AR","FollowUp","Partial",NA,336212,NA,"Great Dane Trailers"
"1210",NA,1210,1435012.015,"10/02/2019",627100,"AR","Referral","Partial",NA,562219,NA,"Methvin Sanitation, Inc."
"1211",NA,1211,1435157.015,"10/02/2019",627100,"AR","Planned","Partial",NA,336212,NA,"Great Dane Trailers"
"1212",NA,1212,1434234.015,"09/26/2019",627100,"AR","Complaint","Partial",NA,445110,2,"The Kroger Company"
"1213",NA,1213,1432789.015,"09/23/2019",627100,"AR","Complaint","Partial",NA,722511,1,"A.W. Lin'S Asian Cuisine"
"1214",NA,1214,1432414.015,"09/19/2019",627100,"AR","Planned","Partial",NA,238130,5,"Rex Allen Gash"
"1215",NA,1215,1432235.015,"09/17/2019",627100,"AR","Referral","Partial",NA,491110,NA,"U.S. Postal Service"
"1216",NA,1216,1432645.015,"09/17/2019",627100,"AR","Planned","Partial",NA,238140,2,"Jose Gomez Reyes"
"1217",NA,1217,1432618.015,"09/17/2019",627100,"AR","Planned","Partial",NA,238140,5,"Rea'S Plastering Llc"
"1218",NA,1218,1432630.015,"09/17/2019",627100,"AR","Planned","Partial",NA,238220,1,"Kimbel Mechanical Systems, Inc."
"1219",NA,1219,1431659.015,"09/17/2019",627100,"AR","Planned","Partial",NA,238130,2,"Jose Ibarra"
"1220",NA,1220,1430898.015,"09/13/2019",627100,"AR","Complaint","Partial",NA,238910,2,"Garrett Excavating, Inc."
"1221",NA,1221,1429850.015,"09/10/2019",627100,"AR","Unprog Rel","Partial",NA,238320,2,"Bailey Painting Inc."
"1222",NA,1222,1431208.015,"09/10/2019",627100,"AR","Planned","Partial",NA,324110,2,"Martin Operating Partnership, Lp"
"1223",NA,1223,1429948.015,"09/10/2019",627100,"AR","Prog Related","Partial",NA,237120,NA,"Petrin Llc"
"1224",NA,1224,1429954.015,"09/10/2019",627100,"AR","Prog Related","Partial",NA,237110,NA,"Systems Contracting Corporation"
"1225",NA,1225,1429810.015,"09/09/2019",627100,"AR","Referral","Partial",NA,423510,2,"Lally Pipe & Tube"
"1226",NA,1226,1429802.015,"09/09/2019",627100,"AR","Unprog Rel","Partial",NA,236220,NA,"Clark Contractors, Llc."
"1227",NA,1227,1429840.015,"09/09/2019",627100,"AR","Prog Related","Partial",NA,238310,NA,"Platinum Drywall, Inc."
"1228",NA,1228,1429830.015,"09/09/2019",627100,"AR","Planned","Partial",NA,238160,2,"Ayp Roofing"
"1229",NA,1229,1428948.015,"09/06/2019",627100,"AR","Complaint","Partial",NA,517212,NA,"Metro Pcs"
"1230",NA,1230,1427531.015,"08/30/2019",627100,"AR","Fat/Cat","Partial",NA,237310,1,"White River Materials, Inc."
"1231",NA,1231,1432420.015,"08/28/2019",627100,"AR","Prog Related","Partial",NA,238160,3,"Rosa M. Torres"
"1232",NA,1232,1431583.015,"08/28/2019",627100,"AR","Prog Related","Partial",NA,238160,NA,"Foster Roofing, Inc."
"1233",NA,1233,1427040.015,"08/28/2019",627100,"AR","Prog Related","Partial",NA,238160,3,"Manuel Martinez Huerta"
"1234",NA,1234,1427025.015,"08/28/2019",627100,"AR","Prog Related","Partial",NA,238220,2,"Brad'S Plumbing, Inc."
"1235",NA,1235,1427015.015,"08/27/2019",627100,"AR","Prog Related","Partial",NA,238170,2,"Anderson Construction, Inc."
"1236",NA,1236,1426974.015,"08/27/2019",627100,"AR","Prog Related","Partial",NA,238130,1,"Luisa Avila"
"1237",NA,1237,1431578.015,"08/27/2019",627100,"AR","Prog Related","Partial",NA,238160,1,"Pinnacle Roofing And Solar, Llc"
"1238",NA,1238,1426354.015,"08/27/2019",627100,"AR","Referral","Partial",NA,445110,1,"Krogers"
"1239",NA,1239,1426494.015,"08/27/2019",627100,"AR","Planned","Partial",NA,238160,3,"Josue Apolonio"
"1240",NA,1240,1427002.015,"08/27/2019",627100,"AR","Prog Related","Partial",NA,238310,NA,"Martin'S Plastering"
"1241",NA,1241,1426998.015,"08/27/2019",627100,"AR","Prog Related","Partial",NA,238310,4,"Cuevas Plastering Llc"
"1242",NA,1242,1425099.015,"08/22/2019",627100,"AR","FollowUp","No Insp/Out of Business",NA,311991,NA,"E-Z Spuds Llc"
"1243",NA,1243,1425558.015,"08/22/2019",627100,"AR","Unprog Rel","Partial",NA,561320,NA,"Randstad Usa"
"1244",NA,1244,1425575.015,"08/22/2019",627100,"AR","Unprog Rel","Partial",NA,561311,NA,"Staffline, Inc."
"1245",NA,1245,1425580.015,"08/22/2019",627100,"AR","Fat/Cat","Partial",NA,561730,1,"West Tree Service, Inc."
"1246",NA,1246,1425890.015,"08/22/2019",627100,"AR","Referral","Partial",NA,311615,NA,"Tyson Foods Inc."
"1247",NA,1247,1425474.015,"08/21/2019",627100,"AR","Unprog Rel","Partial",NA,333319,NA,"Marck Industries"
"1248",NA,1248,1424515.015,"08/20/2019",627100,"AR","Planned","Complete",NA,311821,2,"J & M Foods, Inc."
"1249",NA,1249,1424929.015,"08/20/2019",627100,"AR","Referral","Partial",NA,423510,NA,"West Memphis Steel & Pipe, Llc"
"1250",NA,1250,1425425.015,"08/20/2019",627100,"AR","Referral","Partial",NA,333319,2,"Fna Group"
"1251",NA,1251,1425446.015,"08/20/2019",627100,"AR","Unprog Rel","Partial",NA,333319,1,"Labor Solutions Of Arkansas Llc"
"1252",NA,1252,1425397.015,"08/19/2019",627100,"AR","Referral","Partial",NA,311615,1,"Pilgrim'S Corporation"
"1253",NA,1253,1424887.015,"08/16/2019",627100,"AR","Complaint","Partial",NA,325612,9,"Awesome Products, Inc."
"1254",NA,1254,1423461.015,"08/08/2019",627100,"AR","Referral","Partial",NA,623110,1,"Allay Health And Rehab"
"1255",NA,1255,1422064.015,"08/07/2019",627100,"AR","Planned","Partial",NA,238160,2,"Gonzalez Roofing, Llc"
"1256",NA,1256,1423806.015,"08/07/2019",627100,"AR","Planned","Complete",NA,238130,2,"Luis Carrasco"
"1257",NA,1257,1422012.015,"08/07/2019",627100,"AR","Planned","Partial",NA,238130,2,"Broncos Framing, Inc."
"1258",NA,1258,1421644.015,"08/07/2019",627100,"AR","Referral","Partial",NA,336330,1,"Saint Jean Industries, Inc."
"1259",NA,1259,1422448.015,"08/06/2019",627100,"AR","Planned","Partial",NA,238130,4,"Guillermo Luna"
"1260",NA,1260,1422001.015,"08/06/2019",627100,"AR","Planned","Partial",NA,238170,1,"Southern Siding, Llc"
"1261",NA,1261,1422466.015,"08/06/2019",627100,"AR","Prog Related","Complete",NA,238160,1,"Jose Silva Padron"
"1262",NA,1262,1423827.015,"08/06/2019",627100,"AR","Planned","Complete",NA,238130,1,"Francisco Segovia"
"1263",NA,1263,1421984.015,"08/06/2019",627100,"AR","Planned","Partial",NA,238130,5,"Luis Arturo"
"1264",NA,1264,1421300.015,"08/06/2019",627100,"AR","Planned","Complete",NA,444190,2,"Razorback Concrete Co"
"1265",NA,1265,1421611.015,"08/06/2019",627100,"AR","Prog Related","Partial",NA,238130,1,"Jesus Terrazas"
"1266",NA,1266,1421311.015,"08/06/2019",627100,"AR","Prog Related","Partial",NA,561311,NA,"Dawson Employment Service, Inc."
"1267",NA,1267,1421282.015,"08/05/2019",627100,"AR","Planned","Complete",NA,332312,7,"Lexicon, Inc."
"1268",NA,1268,1421962.015,"08/05/2019",627100,"AR","Planned","Partial",NA,238170,3,"Jaime Lara"
"1269",NA,1269,1428286.015,"08/02/2019",627100,"AR","Planned","Partial",NA,238130,3,"Jose Ibarra"
"1270",NA,1270,1420483.015,"08/02/2019",627100,"AR","Planned","Partial",NA,238130,4,"Sarah Becerril"
"1271",NA,1271,1420024.015,"08/01/2019",627100,"AR","Fat/Cat","Partial",NA,111110,3,"Pickens, R A & Son Company"
"1272",NA,1272,1419084.015,"07/30/2019",627100,"AR","Planned","Partial",NA,238160,1,"Elmer Beltran"
"1273",NA,1273,1418394.015,"07/26/2019",627100,"AR","Planned","Partial",NA,238160,1,"Israel Rodriguez"
"1274",NA,1274,1418238.015,"07/25/2019",627100,"AR","Planned","Partial",NA,337127,2,"Qualserv Solutions, Llc"
"1275",NA,1275,1421333.015,"07/25/2019",627100,"AR","Other","Partial",NA,926150,NA,"United States Department Of Labor - Occupational Safety And Health Administration"
"1276",NA,1276,1418244.015,"07/24/2019",627100,"AR","Planned","Partial",NA,238160,3,"Alejandro Torres"
"1277",NA,1277,1418328.015,"07/23/2019",627100,"AR","Planned","Partial",NA,236116,2,"Avila Framing, Llc"
"1278",NA,1278,1418317.015,"07/23/2019",627100,"AR","Planned","Partial",NA,236116,1,"Ridge Construction Llc"
"1279",NA,1279,1417254.015,"07/23/2019",627100,"AR","FollowUp","No Insp/Out of Business",NA,811310,NA,"Carter Gilbert Investments"
"1280",NA,1280,1418306.015,"07/23/2019",627100,"AR","Planned","Partial",NA,238160,3,"Angel Gomez"
"1281",NA,1281,1418279.015,"07/23/2019",627100,"AR","Planned","No Insp/Process Inactive",NA,339940,NA,"Avery Products Coorporation"
"1282",NA,1282,1416907.015,"07/22/2019",627100,"AR","Fat/Cat","Partial",NA,237310,2,"Af & G, Llc."
"1283",NA,1283,1417132.015,"07/22/2019",627100,"AR","Referral","Partial",NA,311941,1,"Pepper Source Ltd - Van Buren"
"1284",NA,1284,1416567.015,"07/19/2019",627100,"AR","Referral","Partial",NA,452112,NA,"Walmart Store #3230"
"1285",NA,1285,1416479.015,"07/18/2019",627100,"AR","Fat/Cat","Partial",NA,311212,2,"Riceland Foods, Inc."
"1286",NA,1286,1415869.015,"07/17/2019",627100,"AR","Planned","Partial",NA,238160,4,"Apolonio Garcia"
"1287",NA,1287,1415863.015,"07/17/2019",627100,"AR","Prog Related","Partial",NA,238160,1,"Jonesboro Roofing Co., Inc."
"1288",NA,1288,1415783.015,"07/17/2019",627100,"AR","Planned","No Insp/Out of Business",NA,321211,NA,"Georgia-Pacific, Llc - Plywood"
"1289",NA,1289,1416070.015,"07/17/2019",627100,"AR","Referral","Partial",NA,113310,3,"Potlatchdeltic"
"1290",NA,1290,1416615.015,"07/17/2019",627100,"AR","Referral","Partial",NA,326140,3,"United Industries"
"1291",NA,1291,1415848.015,"07/16/2019",627100,"AR","Planned","Complete",NA,331513,6,"Corbitt Manufacturing Company"
"1292",NA,1292,1414646.015,"07/11/2019",627100,"AR","Unprog Rel","Partial",NA,541620,NA,"Hydrochem Psc"
"1293",NA,1293,1414238.015,"07/10/2019",627100,"AR","Referral","Partial",NA,332439,NA,"Container Life Cycle Management Llc Dba Drumco"
"1294",NA,1294,1413903.015,"07/08/2019",627100,"AR","Complaint","Partial",NA,324110,1,"Delek Us Holdings, Inc."
"1295",NA,1295,1413958.015,"07/08/2019",627100,"AR","Other","Partial",NA,324110,NA,"United States Department Of Labor - Occupational Safety And Health Administration"
"1296",NA,1296,1416241.015,"07/02/2019",627100,"AR","Complaint","Partial",NA,332994,4,"Federal Armament Llc"
"1297",NA,1297,1412806.015,"07/02/2019",627100,"AR","Monitoring","Partial",NA,325188,NA,"Porocel Industries Llc"
"1298",NA,1298,1412789.015,"07/02/2019",627100,"AR","FollowUp","Partial",NA,321113,NA,"Anthony Timberlands, Inc."
"1299",NA,1299,1410661.015,"06/25/2019",627100,"AR","Prog Related","Partial",NA,238160,3,"Seale Construction Inc."
"1300",NA,1300,1410347.015,"06/21/2019",627100,"AR","Fat/Cat","Partial",NA,237310,NA,"Jb James Construction, Llc"
"1301",NA,1301,1411060.015,"06/20/2019",627100,"AR","Referral","Partial",NA,423930,2,"Bud'S Recycling, Inc."
"1302",NA,1302,1409976.015,"06/20/2019",627100,"AR","Referral","Partial",NA,316210,1,"Belleville Shoe South, Inc."
"1303",NA,1303,1410016.015,"06/19/2019",627100,"AR","Referral","Partial",NA,311615,1,"Peco Foods, Inc."
"1304",NA,1304,1409842.015,"06/18/2019",627100,"AR","Fat/Cat","Partial",NA,311615,4,"Tyson Foods, Inc."
"1305",NA,1305,1409890.015,"06/14/2019",627100,"AR","Referral","Partial",NA,517210,1,"Hillbilly Wireless Internet"
"1306",NA,1306,1408210.015,"06/13/2019",627100,"AR","FollowUp","Partial",NA,314994,NA,"Bekaert Corporation"
"1307",NA,1307,1408204.015,"06/13/2019",627100,"AR","Prog Related","Partial",NA,237110,2,"Pm Construction"
"1308",NA,1308,1407592.015,"06/12/2019",627100,"AR","Fat/Cat","Partial",NA,238160,3,"Jake Williams, Llc"
"1309",NA,1309,1407292.015,"06/11/2019",627100,"AR","Prog Related","No Insp/Exempt by Appropriation Act",NA,236220,NA,"Clinard Construction Management, Inc."
"1310",NA,1310,1407276.015,"06/11/2019",627100,"AR","Planned","Partial",NA,238160,NA,"Wilshar Steel Erectors"
"1311",NA,1311,1407324.015,"06/11/2019",627100,"AR","Prog Related","Partial",NA,238130,1,"Leonardo Rodriguez Martinez"
"1312",NA,1312,1407302.015,"06/11/2019",627100,"AR","Planned","Partial",NA,236117,1,"Schuber-Mitchell Homes"
"1313",NA,1313,1407316.015,"06/11/2019",627100,"AR","Prog Related","Partial",NA,238130,1,"Hernandez Framing Inc."
"1314",NA,1314,1406826.015,"06/10/2019",627100,"AR","Planned","Partial",NA,326160,1,"Mountain Valley Spring Company, Llc."
"1315",NA,1315,1406719.015,"06/10/2019",627100,"AR","Referral","Partial",NA,452112,1,"Walmart Store #3230"
"1316",NA,1316,1405947.015,"06/06/2019",627100,"AR","Unprog Rel","Partial",NA,332996,NA,"Upchurch Industrial, Llc"
"1317",NA,1317,1405963.015,"06/06/2019",627100,"AR","Unprog Rel","Partial",NA,561311,NA,"Staffmark"
"1318",NA,1318,1414967.015,"06/06/2019",627100,"AR","FollowUp","Partial",NA,238220,NA,"Mize Heating And Air, Inc."
"1319",NA,1319,1407604.015,"06/05/2019",627100,"AR","FollowUp","Partial",NA,331221,NA,"Arkansas Steel Warehouse, Inc."
"1320",NA,1320,1405695.015,"06/05/2019",627100,"AR","Referral","Partial",NA,333415,1,"Lennox Industries"
"1321",NA,1321,1405344.015,"06/04/2019",627100,"AR","Planned","Partial",NA,238140,3,"Fuentes Masonry, Llc"
"1322",NA,1322,1405354.015,"06/04/2019",627100,"AR","Prog Related","Partial",NA,238160,1,"Santos Carcamo"
"1323",NA,1323,1424715.015,"06/04/2019",627100,"AR","Referral","Partial",NA,333922,1,"Hytrol Conveyor Company, Inc."
"1324",NA,1324,1405375.015,"06/04/2019",627100,"AR","Prog Related","Partial",NA,237990,NA,"Burkhalter Technologies, Inc."
"1325",NA,1325,1408281.015,"06/04/2019",627100,"AR","Monitoring","Partial",NA,333922,NA,"Hytrol Conveyor Company, Inc."
"1326",NA,1326,1405554.015,"06/03/2019",627100,"AR","Complaint","Partial",NA,424910,6,"Helm Fertilizer Terminal"
"1327",NA,1327,1405364.015,"06/03/2019",627100,"AR","Planned","Partial",NA,237110,2,"Goodwin & Goodwin Construction"
